HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Cabin_deck,Cabin_number,Cabin_side,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_False,CryoSleep_True,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_False,VIP_True,Cabin_deck_A,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T,Cabin_side_P,Cabin_side_S
Europa,False,55 Cancri e,44.0,True,0.0,7.1098794630722715,4.3694478524670215,7.257707677160043,7.122866658599083,0,2348,D,78,S,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Earth,False,TRAPPIST-1e,35.0,False,0.0,6.583409222158765,0.0,0.0,5.225746673713202,0,2349,G,379,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,30.0,False,3.332204510175204,8.596558746796978,4.465908118654584,5.289153282077714,0.0,1,2353,G,380,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,55 Cancri e,13.0,False,6.78105762593618,0.0,0.0,0.0,0.0,0,2353,F,457,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Mars,False,TRAPPIST-1e,45.0,True,6.651571873589727,4.418840607796598,0.0,1.9459101490553132,0.0,0,2356,D,80,S,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
Mars,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,1,2356,D,80,S,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,1,2356,D,80,S,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
Earth,False,TRAPPIST-1e,20.0,False,0.0,6.016157159698354,6.902742737158593,5.375278407684165,0.0,0,2357,E,139,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,2360,G,379,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,0,2361,G,380,P,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,6.675823221634848,0.0,0.0,1,2361,F,481,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Europa,False,TRAPPIST-1e,28.0,False,7.790282380703483,9.096835671179361,3.7376696182833684,0.6931471805599453,6.137727054086234,1,2363,C,85,S,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Earth,False,TRAPPIST-1e,44.0,False,0.0,1.6094379124341003,1.9459101490553132,6.762729506931879,3.5263605246161616,1,2364,G,381,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Europa,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,1,2365,D,71,P,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,0,2366,F,482,P,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.6931471805599453,6.4692503167957724,0.0,0,2367,F,483,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Mars,False,TRAPPIST-1e,22.0,False,6.363028103540465,0.0,5.5909869805108565,0.0,4.6913478822291435,0,2368,E,141,P,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Earth,False,TRAPPIST-1e,30.0,False,1.3862943611198906,0.0,6.78105762593618,0.0,3.713572066704308,0,2369,F,484,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Europa,False,TRAPPIST-1e,36.0,False,0.0,8.467372496432281,0.0,8.964311948124514,4.574710978503383,0,2373,D,81,S,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
Mars,False,TRAPPIST-1e,20.0,False,6.142037405587356,0.0,7.267525427828172,0.0,0.0,1,2374,E,166,S,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Earth,False,55 Cancri e,22.0,False,0.0,0.0,6.492239835020471,4.553876891600541,0.0,1,2375,G,383,P,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,55 Cancri e,22.0,False,0.0,3.4339872044851463,0.0,0.0,6.513230110912307,0,2376,F,459,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Europa,True,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,1,2377,C,83,P,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Earth,False,TRAPPIST-1e,35.0,False,5.272999558563747,0.0,6.520621127558696,0.0,0.0,0,2379,F,487,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,55 Cancri e,41.0,False,0.0,3.5263605246161616,0.0,7.1891677384203225,0.0,0,2382,F,488,P,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Earth,True,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,0,2384,G,383,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,0,2384,G,383,S,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,1,2384,G,383,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,1,2384,G,383,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,0,2384,G,383,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,0,2384,G,383,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,1,2384,G,383,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Mars,False,TRAPPIST-1e,23.0,False,7.480992162869525,0.0,4.3694478524670215,0.0,1.3862943611198906,0,2385,F,461,S,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,TRAPPIST-1e,58.0,False,5.291229809046142,5.993961427306569,0.0,6.53813982376767,6.19644412779452,1,2387,E,142,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Earth,False,TRAPPIST-1e,22.0,False,0.0,3.8501476017100584,0.0,6.517671272912275,0.0,0,2389,G,384,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,5.057702214856744,4.0943445622221,8.323851131338817,0,2390,G,385,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,20.0,False,6.645090969505644,2.995732273553991,0.0,0.6931471805599453,0.0,0,2391,E,143,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,1,2392,G,386,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,49.0,False,6.569481420414296,0.6931471805599453,0.0,0.0,5.14548364860303,0,2395,G,387,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,46.0,False,0.0,6.324358962381311,0.0,5.662960480135946,6.661854740545311,0,2396,E,168,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Earth,False,TRAPPIST-1e,30.0,False,6.75110146893676,0.0,3.4339872044851463,0.0,0.0,0,2396,G,386,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,55 Cancri e,36.0,False,0.0,6.698268054115413,0.0,0.0,0.0,0,2397,G,387,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,21.0,False,0.0,6.660575149839686,3.8066624897703196,0.0,1.791759469228055,0,2398,F,490,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Mars,False,TRAPPIST-1e,25.0,True,6.75110146893676,0.0,5.768320995793772,0.0,0.0,0,2399,E,169,S,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Earth,True,PSO J318.5-22,42.0,False,0.0,0.0,0.0,0.0,0.0,1,2401,G,388,P,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0,2402,G,389,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,25.0,False,2.0794415416798357,0.0,0.0,6.777646593635117,0.0,0,2403,G,388,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Europa,False,TRAPPIST-1e,29.0,False,0.0,6.300785794663244,2.0794415416798357,7.8826922062890254,7.3537223303996315,0,2404,C,86,S,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,1,2404,C,86,S,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Europa,False,55 Cancri e,36.0,False,6.720220155135295,8.622273667866745,4.875197323201151,3.871201010907891,7.066466970136958,1,2404,C,86,S,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,1,2404,C,86,S,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,1,2406,F,465,S,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,55 Cancri e,22.0,False,5.680172609017068,5.981414211254481,0.0,0.0,1.3862943611198906,0,2409,F,492,P,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,1,2409,G,390,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,1,2410,G,391,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,29.0,False,2.995732273553991,7.65728279297819,2.8903717578961645,5.407347534516349,0.0,1,2411,F,493,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,2412,G,392,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,1,2413,G,390,S,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Europa,False,TRAPPIST-1e,42.0,False,0.0,7.512071245835466,1.0986122886681098,8.050065422915965,7.803026643632217,0,2414,T,1,P,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
Earth,False,TRAPPIST-1e,43.0,False,2.302585092994046,0.0,6.984716320118266,0.0,6.593044534142437,0,2416,G,391,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,32.0,False,2.4849066497880004,3.4657359027997265,0.0,6.729824070489475,2.302585092994046,0,2417,G,393,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,1,2419,G,394,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Mars,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,1,2421,E,145,P,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,0,2423,G,395,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,34.0,False,3.5553480614894135,5.4116460518550396,7.352441100243583,0.0,0.0,1,2424,G,393,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Mars,True,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,1,2426,F,466,S,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,1,2426,F,466,S,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,2427,B,94,S,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
Earth,False,TRAPPIST-1e,17.0,False,4.727387818712341,4.04305126783455,5.808142489980444,0.0,6.408528791059498,0,2429,F,497,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,TRAPPIST-1e,13.0,False,0.0,1.0986122886681098,0.0,6.340359303727752,5.342334251964811,0,2431,F,498,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,4.382026634673881,5.407347534516349,0.0,0,2432,F,499,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,1,2433,C,84,P,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Earth,False,TRAPPIST-1e,33.0,False,1.6094379124341003,0.0,3.367295829986474,0.0,7.922261058353247,0,2435,F,467,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,TRAPPIST-1e,21.0,False,6.633318433280377,0.0,0.0,5.407347534516349,3.713572066704308,0,2436,F,501,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,1,2438,F,503,P,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,TRAPPIST-1e,24.0,False,5.429345628954441,6.2878585601617845,2.6390573296152584,0.0,0.0,1,2439,F,504,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,55 Cancri e,17.0,False,0.0,2.4849066497880004,6.202535517187923,0.0,5.921578419643816,0,2441,F,468,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,1,2442,F,505,P,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Mars,False,TRAPPIST-1e,31.0,False,7.285506548522785,6.045005314036012,4.343805421853684,0.0,0.0,0,2443,D,72,P,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
Earth,False,55 Cancri e,43.0,False,1.9459101490553132,5.4680601411351315,1.3862943611198906,6.1070228877422545,4.007333185232471,0,2444,F,506,P,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,TRAPPIST-1e,43.0,False,6.401917196727186,1.3862943611198906,3.332204510175204,4.499809670330265,4.248495242049359,0,2445,E,170,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,6.495265555937008,0.0,4.553876891600541,1,2446,F,507,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,1,2449,F,508,P,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,0,2449,E,146,P,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Mars,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,1,2449,F,508,P,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,0,2451,G,395,S,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,55 Cancri e,42.0,False,6.267200548541362,1.0986122886681098,3.367295829986474,5.087596335232384,5.246297178029092,0,2452,F,470,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,2453,E,147,P,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,5.062595033026967,6.4692503167957724,0,2454,F,510,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Mars,False,TRAPPIST-1e,42.0,False,6.318968113746434,0.0,7.063903961472068,0.0,5.62040086571715,0,2455,F,471,S,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,True,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,0,2456,G,399,P,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,1,2457,G,400,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,21.0,False,3.4657359027997265,4.543294782270004,6.361302477572996,0.0,0.0,1,2458,F,511,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,True,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,1,2460,G,402,P,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,0,2461,G,396,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,0,2462,G,397,S,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,48.0,False,4.07753744390572,0.0,2.5649493574615367,5.483412850224717,0.0,0,2463,E,171,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Earth,False,TRAPPIST-1e,42.0,False,5.497232539259716,0.6931471805599453,4.127134385045092,6.8001700683022,0.0,0,2466,F,472,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Mars,False,TRAPPIST-1e,42.0,False,6.907755278982137,0.0,3.912023005428146,0.0,2.4849066497880004,0,2467,D,83,S,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
Earth,False,TRAPPIST-1e,23.0,False,4.941642422609304,0.0,0.0,6.342121418721152,0.0,0,2470,G,398,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,26.0,False,0.0,5.194915715375544,0.0,6.298949246855942,5.14548364860303,0,2470,G,398,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,45.0,False,0.0,0.0,6.111467339502679,4.553876891600541,5.8998973535824915,0,2471,G,403,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,30.0,False,6.6293632534374485,1.6094379124341003,3.4339872044851463,0.0,0.0,0,2472,E,173,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,1,2474,F,475,S,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Europa,False,TRAPPIST-1e,33.0,False,0.0,3.332204510175204,0.0,8.181440695719374,8.200837258379849,0,2475,C,85,P,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Earth,False,TRAPPIST-1e,35.0,False,0.0,0.0,0.6931471805599453,0.0,7.142827401161621,0,2476,F,512,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Europa,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,1,2477,C,86,P,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,1,2477,C,86,P,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Earth,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,0,2478,G,404,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,0,2479,G,402,S,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,55 Cancri e,41.0,False,6.52649485957079,0.0,0.0,0.0,2.8903717578961645,0,2480,F,476,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,55 Cancri e,35.0,False,7.861341795599989,5.278114659230517,0.0,0.0,0.0,0,2483,F,477,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,TRAPPIST-1e,26.0,False,6.315358001522335,5.262690188904886,3.4339872044851463,0.0,0.6931471805599453,0,2486,F,513,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,TRAPPIST-1e,17.0,False,6.371611847231857,6.6052979209482015,4.007333185232471,0.0,6.432940092739179,0,2486,F,513,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Mars,False,TRAPPIST-1e,69.0,False,8.40827078419205,0.0,6.26530121273771,0.0,6.2166061010848646,0,2488,D,85,S,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,2489,B,72,P,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Earth,False,PSO J318.5-22,25.0,False,1.0986122886681098,7.924072324923417,6.315358001522335,0.0,7.238496840894365,0,2491,G,401,S,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,2492,F,480,S,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,TRAPPIST-1e,25.0,False,4.174387269895637,0.0,0.0,6.493753839851686,0.0,0,2496,F,481,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,55 Cancri e,36.0,False,0.0,0.0,0.0,3.5263605246161616,6.429719478039138,0,2497,F,484,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,TRAPPIST-1e,14.0,False,5.003946305945459,0.0,3.5553480614894135,6.695798917058491,0.0,0,2498,E,176,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,2499,C,89,S,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Earth,False,TRAPPIST-1e,22.0,False,5.60947179518496,3.8066624897703196,0.0,6.970730078143525,6.037870919922137,0,2500,G,403,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,24.0,False,6.773080375655535,2.5649493574615367,0.6931471805599453,0.0,1.3862943611198906,0,2502,G,404,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Mars,False,TRAPPIST-1e,28.0,False,5.7430031878094825,0.0,6.61472560020376,5.4510384535657,0.0,0,2503,F,516,P,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,1,2503,F,516,P,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,TRAPPIST-1e,19.0,False,0.0,2.6390573296152584,5.676753802268282,6.1779441140506,1.0986122886681098,0,2505,E,149,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Earth,False,TRAPPIST-1e,19.0,False,0.0,1.791759469228055,1.6094379124341003,6.295266001439646,5.476463551931511,0,2505,E,149,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Europa,False,55 Cancri e,38.0,False,0.0,7.826842098158293,3.8501476017100584,9.305832353435404,1.791759469228055,0,2506,A,19,P,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Europa,True,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,1,2506,A,19,P,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Europa,False,55 Cancri e,23.0,False,3.6109179126442243,7.811163385025279,0.0,5.945420608606575,6.6895992691789665,0,2506,A,19,P,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Europa,True,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,1,2508,D,86,S,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,1,2508,D,86,S,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
Earth,False,TRAPPIST-1e,43.0,False,0.0,2.302585092994046,7.044032897274685,0.0,0.0,0,2509,F,483,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Mars,False,TRAPPIST-1e,28.0,False,3.5553480614894135,0.0,7.202661196523238,4.5217885770490405,0.0,1,2510,F,517,P,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
