Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Group,Cabin_number,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_False,CryoSleep_True,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_False,VIP_True,Cabin_deck_A,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T,Cabin_side_P,Cabin_side_S
53.0,0.0,0.0,0.0,0.0,0.0,1211,186,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
58.0,4.02535169073515,0.0,6.6293632534374485,5.5093883366279774,4.61512051684126,1108,211,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
15.0,0.0,0.0,0.0,0.0,0.0,772,56,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
22.0,1.0986122886681098,3.8501476017100584,0.0,6.182084906716632,4.219507705176107,5406,1035,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
23.0,7.103322062526113,4.394449154672439,0.6931471805599453,1.0986122886681098,0.0,221,13,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
22.0,0.0,0.0,0.0,0.0,0.0,5704,913,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
33.0,0.0,0.0,5.4510384535657,0.0,6.434546518787453,4413,722,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
24.0,1.9459101490553132,0.0,0.0,6.68586094706836,1.3862943611198906,9136,1471,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
17.0,5.291229809046142,0.6931471805599453,6.280395838960195,5.7899601708972535,0.0,2070,127,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
37.0,6.421622267806518,0.0,3.9318256327243257,2.4849066497880004,5.768320995793772,635,43,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
38.0,7.027314514039777,0.0,3.1780538303479458,3.5553480614894135,0.0,7429,1463,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
44.0,3.6109179126442243,6.3784261836515865,0.0,7.424165281042028,8.188133414510478,4177,161,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
19.0,0.0,0.0,0.0,0.0,0.0,8486,1360,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
28.0,0.0,6.401917196727186,0.0,4.7535901911063645,0.0,6461,1232,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
45.0,2.3978952727983707,0.0,0.0,5.483412850224717,0.0,1933,118,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
24.0,0.0,1.3862943611198906,0.0,1.0986122886681098,6.828712071641684,1594,253,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
37.0,6.495265555937008,6.776506992372183,0.0,1.3862943611198906,2.6390573296152584,4576,942,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
28.0,0.0,0.0,0.0,0.0,0.0,2274,79,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
55.0,7.427144133408616,0.0,0.6931471805599453,0.0,1.9459101490553132,4079,771,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
18.0,5.098340874515361,6.678342114654332,2.833213344056216,0.0,0.0,5063,830,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2.0,0.0,0.0,0.0,0.0,0.0,1304,82,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
32.0,1.0986122886681098,6.0330862217988015,3.295836866004329,6.236369590203704,0.0,2231,159,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
18.0,0.6931471805599453,5.556828061699537,6.102558594613569,0.0,0.0,67,10,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
33.0,6.914730892718563,0.0,7.213768308118642,3.828641396489095,1.9459101490553132,9052,1752,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25.0,0.0,4.983606621708336,7.215239978730097,6.20050917404269,5.327876168789581,8822,92,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
28.0,0.0,0.0,0.0,0.0,0.0,7828,1266,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
21.0,0.0,0.0,0.0,0.0,0.0,5974,186,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
36.0,7.200424892944957,1.9459101490553132,8.963288275610298,0.0,0.0,6814,451,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
23.0,0.0,3.2188758248682006,0.0,4.02535169073515,8.924922401177469,1110,42,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
42.0,0.0,0.0,0.0,0.0,0.0,7691,1598,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
37.0,4.1588830833596715,0.0,0.0,0.0,6.495265555937008,8796,1704,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
22.0,2.302585092994046,0.0,6.679599185844383,0.0,0.0,447,81,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
23.0,3.6109179126442243,2.9444389791664403,6.508769136971682,0.0,3.4965075614664802,4467,919,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
28.0,0.0,6.922643891475888,0.0,7.80954132465341,6.249975242259483,5930,227,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
20.0,0.6931471805599453,0.0,0.0,3.4965075614664802,6.775366090936392,6225,1007,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
23.0,7.067319848653476,2.4849066497880004,1.3862943611198906,0.0,1.6094379124341003,527,93,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
21.0,0.0,0.0,4.68213122712422,5.117993812416755,5.963579343618446,1928,144,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
61.0,7.445417556701687,0.0,0.0,0.0,2.1972245773362196,7331,232,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
16.0,0.0,0.0,0.0,0.0,0.0,2133,416,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
49.0,0.0,7.940583827104244,6.988413181999592,4.709530201312334,7.0326242610280065,8475,331,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
16.0,0.0,0.0,0.0,0.0,0.0,3410,558,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
42.0,7.080867896690782,3.6888794541139363,1.3862943611198906,1.3862943611198906,0.0,5655,1172,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
20.0,0.0,0.0,0.0,0.0,0.0,4819,980,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
19.0,0.0,6.139884552226255,5.598421958998375,0.0,1.6094379124341003,3394,700,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
36.0,5.942799375126701,6.532334292222349,0.0,5.69035945432406,7.129297548929373,5599,364,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
45.0,0.6931471805599453,5.288267030694535,0.0,6.493753839851686,2.772588722239781,9225,1787,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
27.0,6.7464121285733745,0.0,6.525029657843462,0.6931471805599453,0.0,5788,1105,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
39.0,0.0,0.0,0.0,0.0,0.0,6641,247,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
35.0,7.198931240688173,3.912023005428146,4.060443010546419,0.0,0.0,5007,951,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
31.0,7.853993087224244,0.6931471805599453,1.0986122886681098,5.425962720383707,0.0,9132,291,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
22.0,4.8283137373023015,0.0,7.475339236566737,0.0,6.922643891475888,3511,661,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
15.0,0.0,0.0,0.0,0.0,0.0,8610,1398,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
17.0,0.0,0.0,0.0,0.0,0.0,3610,582,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
20.0,6.208590026096629,3.044522437723423,2.833213344056216,0.0,5.541263545158426,2581,156,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
45.0,0.0,0.0,0.0,0.0,0.0,6191,59,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
37.0,0.0,0.0,0.0,0.0,0.0,5721,219,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
24.0,6.194405391104672,0.0,4.82111211014798,0.0,0.0,2905,462,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
46.0,0.0,6.974478911025045,6.852242569051878,7.858640655620791,6.699500340161678,5790,218,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
28.0,0.0,0.0,0.0,0.0,0.0,9256,1494,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
36.0,0.0,0.0,0.0,0.0,0.0,689,25,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
19.0,0.0,1.791759469228055,1.6094379124341003,6.295266001439646,5.476463551931511,2505,149,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
14.0,0.0,0.0,0.0,0.0,0.0,7257,1167,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
64.0,0.0,0.0,0.0,0.0,0.0,4668,180,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
14.0,0.0,0.0,0.0,0.0,0.0,6344,1023,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
30.5,0.0,0.0,0.0,0.0,0.0,7142,474,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
31.0,4.998001712864805,7.991253929840199,0.0,5.14166355650266,6.6293632534374485,7431,90,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
36.0,0.0,0.0,0.0,0.0,0.0,3318,123,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
26.0,0.0,0.0,0.0,0.0,0.0,7950,1287,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
18.0,0.0,0.0,0.0,6.616065185132817,0.6931471805599453,7752,1480,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
18.0,4.709530201312334,4.6443908991413725,6.156978985585555,2.4849066497880004,0.6931471805599453,7708,1471,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
26.0,0.0,0.0,0.0,0.0,0.0,1308,94,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
43.0,0.0,7.646831391430482,0.0,8.134467570277563,3.4339872044851463,7056,217,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
21.0,4.465908118654584,1.3862943611198906,5.0106352940962555,5.342334251964811,5.799092654460526,9272,1894,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2.0,0.0,0.0,0.0,0.0,0.0,4044,765,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
34.0,0.0,0.0,0.0,0.0,0.0,8,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
23.0,4.07753744390572,5.983936280687191,2.772588722239781,5.407347534516349,5.198497031265826,3700,767,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
32.0,0.0,0.0,0.0,0.0,0.0,402,15,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
37.0,4.48863636973214,0.0,6.579251212010101,4.48863636973214,0.0,8827,1820,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
27.0,7.044905117129371,0.0,3.871201010907891,0.0,4.663439094112067,2147,155,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
26.0,0.0,0.0,0.0,0.0,0.0,1976,82,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
18.0,0.0,0.0,2.0794415416798357,6.576469569048224,0.0,8545,1753,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
20.0,0.0,0.0,6.576469569048224,0.0,0.0,3768,710,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
27.0,0.0,0.0,0.0,0.0,0.0,7346,476,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
7.0,0.0,0.0,0.0,0.0,0.0,2143,345,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
22.0,3.6375861597263857,1.3862943611198906,0.0,5.723585101952381,6.366470447731438,4739,773,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
19.0,0.0,0.0,0.0,0.0,0.0,5756,1194,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
34.0,1.0986122886681098,0.0,6.692083742506628,3.4011973816621555,0.0,3932,129,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
4.0,0.0,0.0,0.0,0.0,0.0,4005,657,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
35.0,6.656726524178391,0.0,3.1780538303479458,0.0,4.127134385045092,8654,1779,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
23.0,0.0,0.0,0.0,0.0,0.0,1083,206,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
51.0,0.6931471805599453,8.277920258172143,0.0,4.990432586778736,0.0,2839,107,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
32.0,6.502790045915623,0.0,0.0,5.53338948872752,0.6931471805599453,549,19,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
15.0,8.245909264774093,0.0,4.700480365792417,5.4680601411351315,0.0,6069,185,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
32.0,0.0,5.7899601708972535,3.4657359027997265,1.791759469228055,6.302618975744905,6887,1122,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
64.0,0.0,0.0,0.0,6.335054251498059,5.84354441703136,7717,1240,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
22.0,0.0,4.2626798770413155,5.209486152841421,6.418364935936212,3.044522437723423,461,85,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
33.0,0.0,0.0,0.0,0.0,0.0,5995,967,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
39.0,0.0,7.9617188159813645,0.0,1.791759469228055,7.585281078639126,5276,179,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
48.0,6.715383386334681,1.0986122886681098,6.7226297948554485,5.700443573390687,0.0,3332,107,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
5.0,0.0,0.0,0.0,0.0,0.0,6443,1046,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
25.0,0.0,1.3862943611198906,0.0,6.638567789166521,8.17244681834278,5111,171,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
28.0,0.0,4.890349128221754,1.6094379124341003,7.557994958530806,0.0,7428,79,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
37.0,0.6931471805599453,8.40357646462927,0.6931471805599453,9.127719343287845,1.3862943611198906,7128,238,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
60.0,0.0,0.0,0.0,0.0,0.0,4072,671,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
34.0,0.0,0.0,0.0,0.0,0.0,6594,1067,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
43.0,0.0,1.9459101490553132,6.594413459749778,0.6931471805599453,0.0,2029,400,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
32.0,3.828641396489095,6.893656354602635,0.0,0.0,8.825265953515752,4662,148,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
34.0,0.0,0.0,0.0,0.0,0.0,4042,46,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
38.0,0.0,0.0,0.0,0.0,0.0,646,26,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
22.0,3.332204510175204,0.0,0.0,6.498282149476434,0.0,7477,1546,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
21.0,0.0,0.0,0.0,0.0,0.0,378,11,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,1500,230,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
46.0,0.0,5.0369526024136295,5.421485667911888,0.0,5.986452005284438,5204,1061,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,3195,505,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
6.0,0.0,0.0,0.0,0.0,0.0,2281,136,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
28.0,0.0,0.0,0.0,0.0,0.0,5611,171,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
33.0,7.554334823725748,3.5263605246161616,0.0,0.6931471805599453,1.6094379124341003,568,20,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
26.0,0.0,0.0,0.0,0.0,0.0,7503,283,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
70.0,0.0,0.0,0.0,0.0,0.0,3005,573,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
24.0,0.0,0.0,0.0,0.0,0.0,3724,609,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
20.0,0.0,0.0,0.0,0.0,0.0,2713,438,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
27.0,3.4657359027997265,5.420534999272286,5.805134968916488,0.0,2.70805020110221,8027,1535,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
59.0,0.0,0.0,0.0,0.0,0.0,782,163,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
50.0,0.0,0.0,0.0,0.0,0.0,2631,545,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
24.0,0.0,6.75110146893676,2.4849066497880004,0.0,0.0,6452,1336,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
28.0,0.0,0.0,0.0,0.0,0.0,3338,546,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
24.0,0.0,0.0,0.0,6.456769655572163,4.23410650459726,2647,547,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
26.0,0.0,6.068425588244111,3.367295829986474,9.300363874623772,3.295836866004329,4632,176,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
15.0,0.0,0.0,0.0,0.0,0.0,7667,251,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
45.0,0.0,7.83399634170946,0.0,5.117993812416755,0.6931471805599453,4113,129,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
8.0,0.0,0.0,0.0,0.0,0.0,8669,1397,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
33.0,0.0,6.652863029353347,0.0,8.741296282225147,1.9459101490553132,1452,53,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
5.0,0.0,0.0,0.0,0.0,0.0,4661,757,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
14.0,0.0,0.0,0.0,0.0,0.0,5262,850,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
20.0,8.345455428161928,1.6094379124341003,0.0,4.07753744390572,0.0,8420,554,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
43.0,0.0,0.0,0.0,0.0,0.0,3561,738,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
56.0,0.0,6.406879986069314,0.0,5.19295685089021,0.0,6580,1066,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
25.0,5.752572638825633,1.0986122886681098,6.47543271670409,4.532599493153256,0.0,2773,94,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
24.0,2.995732273553991,6.517671272912275,0.0,3.295836866004329,0.0,2580,412,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
6.0,0.0,0.0,0.0,0.0,0.0,8770,1808,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
19.0,0.0,8.410720946905721,0.0,2.4849066497880004,8.149312843635345,3353,125,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
15.0,0.0,0.0,0.0,5.342334251964811,6.626717749249025,9081,1858,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
13.0,1.0986122886681098,0.6931471805599453,3.4339872044851463,5.483412850224717,0.0,815,59,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
35.0,7.118826249062078,3.58351893845611,2.0794415416798357,0.0,0.0,8620,1659,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
27.0,0.0,0.0,0.0,0.0,0.0,7156,475,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
15.0,0.0,0.0,0.0,0.0,0.0,8153,1320,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
27.0,0.0,0.0,0.0,0.0,0.0,6992,1131,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
23.0,6.056784013228625,0.0,5.8944028342648505,0.0,0.0,2135,129,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
29.0,6.472346294500901,4.5217885770490405,2.6390573296152584,0.0,0.0,4294,702,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
4.0,0.0,0.0,0.0,0.0,0.0,2595,533,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
42.0,0.0,0.0,0.0,0.0,0.0,6343,423,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
21.0,6.62273632394984,1.791759469228055,0.0,0.6931471805599453,0.0,5325,1023,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
36.0,6.7464121285733745,4.506145114510275,6.12029741895095,0.0,0.0,4753,895,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
13.0,0.0,0.0,3.4657359027997265,0.0,6.698268054115413,2983,183,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
26.0,0.0,0.0,6.805722553416985,0.0,0.0,7336,1411,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
24.0,0.0,0.0,4.532599493153256,7.30854279753919,0.0,8007,517,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
34.0,0.0,0.0,0.0,0.0,0.0,7479,1429,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
21.0,6.8658910748834385,7.419979923661835,4.418840607796598,0.0,4.3694478524670215,5601,1069,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
33.0,0.0,7.607381425639791,0.6931471805599453,9.118773178450692,1.6094379124341003,2308,77,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
26.0,0.6931471805599453,6.100318952020064,5.14166355650266,6.421622267806518,4.23410650459726,8941,575,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
30.0,4.762173934797756,0.0,0.0,6.591673732008658,3.4011973816621555,1888,361,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
20.0,0.0,0.0,0.0,0.0,0.0,5615,907,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
54.0,5.0106352940962555,6.889591308354466,5.375278407684165,0.0,0.0,3862,729,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
31.0,3.4965075614664802,7.889084407035514,0.0,0.0,2.302585092994046,6818,1418,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
34.0,6.900730664045173,0.0,2.70805020110221,0.0,0.0,4215,145,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
49.0,0.0,0.0,0.0,0.0,0.0,3313,122,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
22.0,0.0,0.0,0.0,0.0,0.0,764,115,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
26.0,0.0,0.0,0.0,0.0,0.0,1806,138,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
33.0,0.0,0.0,0.0,0.0,0.0,1797,57,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
45.0,0.0,0.0,0.0,0.0,0.0,680,105,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
62.0,0.6931471805599453,5.0369526024136295,5.288267030694535,0.0,6.133398042996649,66,6,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
42.0,0.0,0.0,7.425357887027151,4.189654742026425,4.143134726391533,4676,760,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
28.0,0.0,8.10711747075039,4.356708826689592,0.0,4.875197323201151,8144,270,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
18.0,0.0,0.0,2.995732273553991,6.148468295917647,5.396662708311945,1738,129,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
4.0,0.0,0.0,0.0,0.0,0.0,44,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,5184,837,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
52.0,0.0,0.0,0.0,0.0,0.0,2056,331,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
26.0,0.0,0.0,0.0,0.0,0.0,8149,1319,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
